gene_accession,CRA08u_t2_M_BC,CRA10e_t2_M_BC,CRA06u_t2_M_BC,CRA07u_t2_M_BC,CRA06e_t2_M_BC,CRA10u_t2_M_BC,CRA08e_t2_M_BC,CRA09u_t2_M_BC,CRA07e_t2_M_BC,CRA09e_t2_M_BC
MEG_4286/Drugs/Multi_drug_resistance/MDR_mutant_porin_proteins/OMPF/RequiresSNPConfirmation,0,0,15,0,0,0,0,0,0,0
MEG_6732/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,2
MEG_386/Drugs/betalactams/Class_C_betalactamases/ACC,0,0,0,0,0,0,0,0,0,2
MEG_2292/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,6,0,0,0,0
MEG_7228/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,20,2,4,6,8,10,0,5,5
MEG_6014/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRD,0,0,0,0,0,4,0,0,0,0
MEG_7859/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUC,0,0,22,0,0,32,0,0,0,2
MEG_8100/Drugs/Fusidic_acid/Fusidic_acid_resistant_mutation/FUSA/RequiresSNPConfirmation,278,435,558,557,391,890,329,519,647,670
MEG_2873/Biocides/Phenolic_compound_resistance/Triclosan_resistant_mutation/FABG/RequiresSNPConfirmation,51,34,97,44,12,67,48,100,110,12
MEG_4377/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/OSCA,6,2,0,0,0,4,0,0,0,2
MEG_7064/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,4,6,2,4,0,8,4,52,0,2
MEG_8671/Drugs/MLS/Macrolide_resistant_50S_rRNA_mutation/RPLD/RequiresSNPConfirmation,168,155,173,207,129,349,125,180,100,86
MEG_3755/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDTH,9,0,42,0,0,33,0,0,20,5
MEG_7194/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,153,84,66,19,43,900,424,206,104,54
MEG_7231/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,2,0,0,0,0,0,0,0,0
MEG_7018/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,0,15,0,0,0,0
MEG_6735/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,4,0,0,0,0,0
MEG_3187/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,23,0,0,0,62,0,92,41,0
MEG_3740/Drugs/Multi_drug_resistance/MDR_23S_rRNA_mutation/MDR23S/RequiresSNPConfirmation,23,27,34,18,0,0,0,0,0,0
MEG_916/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,0,0,0,0,1
MEG_3946/Metals/Multi_metal_resistance/Multi_metal_resistance_regulator/MGTA,73,0,66,0,0,48,15,0,204,38
MEG_6688/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,4,0,0,0
MEG_6689/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,8,0,0,0,0,0
MEG_2653/Metals/Copper_resistance/Copper_resistance_protein/DNAK,64,121,177,103,115,195,75,50,101,94
MEG_7865/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/ZUPT,0,0,10,0,0,32,0,4,0,2
MEG_6109/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,201,271,304,368,238,464,200,272,269,201
MEG_1087/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,11,4,4,11,14,16,0,13,11,16
MEG_6504/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/SILF,0,0,0,0,0,0,2,0,0,0
MEG_2964/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,3,1,0,0,0,0,0,0
MEG_5353/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,32,0,57,0,0,0,0,117,44,16
MEG_7201/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETS,0,0,0,0,0,16,0,0,0,36
MEG_4009/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/MODC,40,0,24,0,0,42,0,27,15,5
MEG_8447/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,30,0,16,0,18,42,16,30,7,15
MEG_3842/Metals/Mercury_resistance/Mercury_resistance_protein/MERA,0,0,0,0,0,16,0,0,0,0
MEG_1613/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,5,0,0,0,0,0,0,0
MEG_3857/Metals/Mercury_resistance/Mercury_resistance_protein/MERC,0,0,0,0,0,26,0,0,0,0
MEG_7072/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETE,0,0,0,0,0,16,0,0,0,0
MEG_4065/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRA,0,0,0,0,0,54,0,0,0,0
MEG_5367/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,112,89,71,138,0,140,66,98,77,110
MEG_2432/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,9,0,0,0,0
MEG_7092/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETL,0,0,47,28,23,114,26,0,13,0
MEG_2754/Drugs/MLS/Macrolide_esterases/ERED,0,22,0,0,0,40,46,56,0,0
MEG_6771/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,2,0,0,0,0,0
MEG_398/Metals/Arsenic_resistance/Arsenic_resistance_membrane_transporter/ACR3,0,0,0,24,0,62,48,0,0,0
MEG_1178/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARST,0,0,0,0,0,2,0,0,0,0
MEG_7170/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,4,32,22,6,8,18,0,0,27,10
MEG_6731/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,2,0
MEG_3999/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/MNTP,0,0,0,0,0,8,0,0,0,0
MEG_6551/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_resistance_regulator/SOXS,0,0,0,0,0,10,0,0,0,0
MEG_2679/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,0,0,0,2,0,0,0,0
MEG_7108/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,12,33,21,33,23,25,21,24,29,34
MEG_4011/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/MODC,0,0,52,0,0,50,24,0,0,0
MEG_6810/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_7584/Drugs/Glycopeptides/VanC_type_resistance_protein/VANXYC,0,0,0,0,0,28,0,0,0,0
MEG_5350/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,56,0,0,0,0
MEG_6097/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,166,230,228,144,208,337,179,162,287,222
MEG_6800/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_5405/Drugs/betalactams/Penicillin_binding_protein/PBP2/RequiresSNPConfirmation,0,0,0,0,0,36,0,0,0,0
MEG_8257/Drugs/Mycobacterium_tuberculosis_specific_Drug/Isoniazid_resistant_mutant/MSHA/RequiresSNPConfirmation,0,0,0,0,14,0,0,0,0,0
MEG_6524/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,4,0,10,0,0,0,0,0,0,1
MEG_2461/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/CZCA,0,0,0,0,0,0,0,0,0,6
MEG_6614/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,2,0,0,0,0,0,0,0
MEG_6926/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,0,0,0,0,0
MEG_7537/Drugs/Glycopeptides/VanA_type_accessory_protein/VANWA,0,0,3,29,0,0,0,0,6,0
MEG_6811/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,2,0
MEG_5/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,477,918,1217,1323,931,1868,671,1064,1777,1796
MEG_7288/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/TTGB,0,0,105,0,0,0,0,0,0,0
MEG_2875/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABI,35,0,75,0,0,23,12,27,76,17
MEG_2144/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,0,0,6,0,0
MEG_3612/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUE,0,0,0,0,0,0,0,8,0,0
MEG_1118/Drugs/Multi_drug_resistance/MDR_regulator/ARLS,0,0,0,0,0,62,0,0,0,0
MEG_1046/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,4,12,1,13,13,13,0,7,15,21
MEG_6501/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/SILC,0,0,0,0,0,20,22,0,0,2
MEG_6729/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,4
MEG_2725/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRB,28,0,53,0,4,36,6,44,64,10
MEG_6980/Drugs/Tetracyclines/Tetracycline_inactivation_enzymes/TET37,0,0,0,4,0,0,0,0,0,0
MEG_720/Drugs/betalactams/Class_B_betalactamases/ALI,0,0,0,0,0,8,0,0,0,0
MEG_5365/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,45,0,33,0,0,0,18,78,21,11
MEG_1703/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/CHR,0,0,0,0,0,18,0,0,0,0
MEG_4181/Drugs/Metronidazole/nim_nitroimidazole_reductase/NIMC,0,0,0,0,0,0,0,12,8,0
MEG_1153/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSBM,10,0,8,0,0,12,0,29,74,2
MEG_4167/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKA,0,0,0,0,0,106,0,21,0,0
MEG_6613/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,1,0,0,2,0,0,0,0
MEG_3764/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MDTO,0,0,0,0,0,67,0,0,0,0
MEG_6917/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,1,0,2,0,0,0
MEG_2882/Drugs/betalactams/Class_A_betalactamases/FAR1,0,0,0,0,0,14,0,0,0,0
MEG_6914/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,2,0,0,0,3,2
MEG_7139/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,4,11,8,8,26,9,6,8,10,4
MEG_998/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,0,0,0,0,0,48,0,28,0,0
MEG_2960/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,28,0,0,0,18,26,0,0
MEG_1620/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,6,6,62,18,138,60,5,112,36,18
MEG_400/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRA,17,58,21,0,0,0,0,94,54,17
MEG_5794/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_pumps/PMPM,0,0,19,0,0,0,0,0,0,0
MEG_2092/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORD,0,0,0,0,0,3,0,0,0,0
MEG_7105/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,30,91,79,73,93,65,33,59,175,119
MEG_6718/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_1175/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSRM,0,0,0,0,0,0,0,8,0,0
MEG_3243/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,46,80,0,0,0,127,49,0,0,0
MEG_7620/Drugs/MLS/Streptogramin_A_O_acetyltransferase/VATA,0,0,0,0,0,0,0,0,0,18
MEG_6661/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,2,0,2,2
MEG_2580/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRI,0,0,0,0,0,0,0,24,0,0
MEG_3514/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/KPNE,11,0,1,0,3,0,0,0,0,0
MEG_8690/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/SALD,0,0,0,0,0,78,0,0,0,0
MEG_761/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,22,0,0,0,0,0,0,0
MEG_7130/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,6,16,13,13,14,11,4,15,29,7
MEG_6500/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/SILB,0,0,0,0,0,30,8,0,0,0
MEG_6759/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_6710/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,4,2,0,0,0,0
MEG_6123/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,90,52,161,75,125,213,87,190,141,96
MEG_7112/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,4,6,8,9,11,11,2,12,15,9
MEG_6938/Drugs/betalactams/Class_A_betalactamases/TEM,0,4,0,0,12,2,0,0,2,0
MEG_8145/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,127,77,135,45,175,0,171,139,213
MEG_8153/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,51,109,0,71,0,117,0,0,0,0
MEG_844/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,1,0,0,0,0
MEG_1599/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,2,0,0,0,0,0,0,0
MEG_6587/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,2,0,0,0,0,0,0,0
MEG_6851/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_6695/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,2
MEG_1644/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/CEOB,0,0,0,0,0,26,0,0,0,0
MEG_815/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,0,0,0,0,1
MEG_7811/Metals/Iron_resistance/Iron_resistance_protein/YBTP,0,0,0,0,0,0,0,54,0,0
MEG_6779/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,0,0,0,2,0
MEG_7976/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/ARNT,102,0,80,0,0,0,0,0,41,18
MEG_3749/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTC,89,20,101,0,0,135,34,111,105,69
MEG_8151/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,57,42,174,38,74,115,80,109,317,78
MEG_1612/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,3,0,0,0,0,0,0,0
MEG_933/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,4,0,0,0,0
MEG_7135/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,8,22,37,28,57,35,6,20,45,37
MEG_7321/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,107,198,272,288,181,455,134,265,487,399
MEG_2456/Metals/Copper_resistance/Copper_resistance_protein/CUTC,0,0,0,0,0,30,0,18,0,0
MEG_3981/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1009,965,2887,2200,3019,1669,1685,957,701,1623
MEG_8250/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1290,1216,1555,1661,1305,2439,1129,1318,1312,761
MEG_6522/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,23,0,0,0,0,0,0,0,0,0
MEG_2455/Metals/Copper_resistance/Copper_resistance_protein/CUTC,0,0,0,0,0,37,0,0,0,0
MEG_7081/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETG,0,0,2,0,0,0,4,0,0,0
MEG_497/Drugs/betalactams/Class_C_betalactamases/ACT,15,0,10,0,0,1,0,2,0,4
MEG_7407/Drugs/Glycopeptides/VanA_type_resistance_protein/VANHA,0,0,0,4,0,0,0,0,0,0
MEG_4168/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKB,0,0,0,0,0,22,0,3,0,0
MEG_2454/Metals/Copper_resistance/Copper_resistance_protein/CUTA,9,0,0,0,0,33,0,0,16,0
MEG_6091/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,41,0,0,0,0,0,0,0
MEG_6806/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,0
MEG_3189/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,44,0,44,0,0,43,29,75,35,17
MEG_5396/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARY,104,398,376,279,273,505,262,159,298,246
MEG_6628/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,20,16,9,20,14,74,24,35,3,6
MEG_7169/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,14,2,0,12,10,0,0,13,2
MEG_7824/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/YFEB,49,57,34,33,52,88,38,22,41,34
MEG_8635/Drugs/Lipopeptides/Colistin_resistant_mutant/PMRAR/RequiresSNPConfirmation,6,0,0,0,0,0,0,0,0,0
MEG_407/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ACRD,23,0,50,0,0,60,0,25,92,12
MEG_992/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,0,0,0,23,0,0,0,0,1,2
MEG_1579/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,4,6,0,0,2,4,3,6,0,0
MEG_6867/Drugs/betalactams/Class_A_betalactamases/TEM,14,16,13,0,183,0,29,0,51,33
MEG_6753/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_7109/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,13,53,18,25,38,39,16,14,55,48
MEG_1287/Drugs/betalactams/Penicillin_binding_protein_regulator/BLAI,0,0,0,8,0,0,0,0,0,0
MEG_6743/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,4,0,2,0,4,0
MEG_7111/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,19,38,22,34,221,54,27,29,102,44
MEG_7866/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/ZUPT,0,0,0,0,0,16,0,0,0,0
MEG_5339/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,88,0,102,0,0
MEG_6052/Metals/Chromium_resistance/Chromium_resistance_protein/RECG,0,0,10,0,0,0,0,0,0,0
MEG_6751/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,6,0,0,0,0,2
MEG_7148/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,11,28,15,27,16,20,14,8,39,35
MEG_2122/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,6,0,10,0,0,13,0,0,34,5
MEG_1618/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,0,0,2,0,0,0,0
MEG_7331/Drugs/Glycopeptides/VanA_type_resistance_protein/VAN,8,0,4,0,0,4,0,0,0,0
MEG_6901/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,2,2
MEG_6510/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_regulator/SILS,0,0,0,0,0,45,6,0,0,0
MEG_762/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,18,0,0,0,0,0,0,0
MEG_6107/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,292,129,460,197,146,271,148,170,293,191
MEG_7128/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,14,24,9,7,39,23,11,16,76,28
MEG_2117/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,18,0,0,0,0,9,20,0,0
MEG_3240/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,65,0,66,0,80,0,0,0,0
MEG_7/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,2986,5322,6070,7112,5032,10426,3787,5636,7642,6280
MEG_2963/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,26,0,0,0,0
MEG_6785/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_7131/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,18,102,43,54,234,97,30,41,51,91
MEG_6804/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_3948/Metals/Multi_metal_resistance/Multi_metal_resistance_regulator/MGTA,54,0,76,0,0,126,0,38,77,58
MEG_6521/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,0,0,0,0,0,0,12,0,0,0
MEG_1279/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,0,0,0,11,0,0,0,0
MEG_285/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,2,0,0,0,0,0,0,0,0,0
MEG_2683/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,4,0,0,0,0,0,0,0
MEG_2959/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,10,0,13,0,0,2,0,0,0,0
MEG_8433/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,30,0,0,0,0
MEG_2414/Drugs/betalactams/Class_A_betalactamases/CTX,0,0,0,0,0,11,0,0,0,0
MEG_6713/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,2,0,2,0
MEG_1167/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSH,0,0,1,0,0,0,0,0,0,0
MEG_408/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRE,0,0,21,0,0,40,0,0,0,0
MEG_5829/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACEDELTA1,0,0,7,0,0,2,0,0,0,0
MEG_3906/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXC,0,0,9,0,0,0,0,0,0,0
MEG_5329/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,34,0,32,0,0,0,0
MEG_7856/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUA,15,0,40,0,0,26,8,83,85,8
MEG_7185/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,2,16,33,0,33,118,0,179,12,14
MEG_7077/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETG,0,0,0,2,0,0,0,0,2,0
MEG_6044/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_regulator/RAMA,14,0,21,8,0,12,0,3,0,8
MEG_1057/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,1,5,3,7,37,12,0,14,12,17
MEG_6176/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_pumps/SDIA,0,0,65,0,0,114,0,0,0,16
MEG_2714/Biocides/QACs_resistance/QAC_efflux_pump/EMEA,40,0,0,0,0,126,58,60,0,0
MEG_4171/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKD,0,0,0,0,0,34,0,8,0,0
MEG_7115/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,15,87,64,54,64,82,30,40,101,89
MEG_1144/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSA,0,0,9,0,0,21,0,0,0,0
MEG_7481/Drugs/Glycopeptides/VanG_type_regulator/VANRG,0,68,46,90,26,104,22,78,16,52
MEG_7098/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETL,11,10,54,53,52,201,45,4,17,0
MEG_3748/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTB,34,11,51,0,0,0,0,94,106,21
MEG_333/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,1,0,0,0,0,0,0
MEG_6958/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERD,14,4,6,0,0,4,0,0,0,2
MEG_2440/Metals/Copper_resistance/Copper_resistance_protein/CUEO,67,0,71,40,0,107,0,155,108,16
MEG_415/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ACRS,0,0,0,0,0,14,0,0,0,0
MEG_2675/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,2,0,0,2,0,0,0,1
